id,titleMain,titleSub,shortName,displayMode,edition,authorKeyBnf,authorKeyPnd,authorKeyVIAF,authorKeySUDOC,authorKeyWikidata,author,mtlAuId,publisher,musicBy,mtPbId,collection,licence,target,genre,sous-genre,ambiance,wikidata,numistralSource,urlNotNumistral,bnfSource,source,authorKeyBnf2,authorKeyPnd2,author2,publisher2,publisherFirstEdition,mtPbIdFed,print,thisEdition,premiere,premiereDate,written,premiereCity,premiereTheater,nb actes,nb scenes/acte,hasScenes,castListLang,castListIntro,roleDescSeparator,lang,comments,synthesis
149,s'Lob vom ledigä Schtand (Lob des ledigen Standes),Dialog in Colmarer Mundart,mangold-lob-des-ledigen-standes,ntav,,,,,,Q52084151,Jean Thomas Mangold,15,Camille Decker,,84,,,,,,,,bpt6k9109601b,,,Gall,,,,,,,1860,,,,,,,1,,,,,,,,
150,D'Réprationg d'Honnair d'm Ehschtand.,"Wederschproch geyän'm Hans sirä Moral, us em Lob vom ledigä Schtand. Loscht-Oparettlä met em Colmerer Schporä, on Grut-Salat-Paschtelä us em Hut-Bigott-Ofä.",mangold-d-reprationg-d-honnair-dm-ehschtand,ntav,,,,,,Q52084151,Jean Thomas Mangold ,15,Camille Decker,,84,,,,comedy,,,,,,,Gall,,,,,,,,,,,,,,,,,,,,,,
151,Die dreyfach Hochzitt em Bäsäthal,Loscht's Oparettlä en drey Actä.,mangold-die-dreyfach-hochzitt-em-basathal,ntav,,,,,,Q52084151,Jean Thomas Mangold,15,Camille Decker,,84,,,,comedy,oparettle,,,,,,Gall,,,,,,,1863,,,,,,,3,,,,,,,,
152,Der gute Mann. (Häusliche Scene.),Lustspiel in einem Aufzug.,bentz-der-gute-mann,ntav,,,,,,,Laurent Bentz,40,Fr. Posth.,,86,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1863,,,,,,,1,,,,,,,,
153,E. Firobe im ê Sundgauer Wirthshus.,Volksscene in zwei Abtheilungen.,stober-e-firobe-im-e-sundgauer-wirthshus,ntav,,,,,,Q95291,August Stöber,41,L. L. Bader,"Jos. Heydeberger, Director des Mülhauser Gesangvereins Concordia.",88,,,,,volksscene,,,,,,Gall,,,,,,,1865,,,,,,,2,,,,,,,,
154,Im Hirtejerri sin verborjener Schatz.,"Komédie in 1 Act in nidderelsässer Sprôch nôch ere Verzählung ""Le trésor de Blaise"" von Eug. Müller.",berdelle-im-hirtejerri-sin-verborjener-schatz,ntav,,,,,,Q2958526,Karl Berdellé,42,J. P. Risler u. Komp.,,89,,,,comedy,,,,,,,Gall,,,,,,,1865,,,,,,,1,,,,,,,,
155,D'r Hans on's Grehtälä ém Ehstand,"Loscht's-Operettlä én 1 Aktä, én ehrem güetä Frénd dédiärt Herrn A. Ernst, Presidänt vom Orphéon.",mangold-dr-hans-on-s-grehtala-em-ehstand,ntav,,,,,,Q52084151,Jean Thomas Mangold,15,Eug. Barth,J. Heyberger,90,,,,comedy,oparettle,,,,,,Gall,,,,,,,1869,,1869,09/05/1969,,Colmar,Kolmerer Orphéon,1,,,,,,,,
156,Die vierte Kunkelstub bei der Frau Velten.,,muller-die-vierte-kunkelstub-bei-der-frau-velten,ntav,,,,,,,Carl Müller,43,J. Noiriel,,91,,,,comedy,,,,,,,Gall,,,,,,,1870,,,,,,,,,,,,,,,
157,Der Steckelburger,"Lustspiel in 4 Aufzügen, mit Gesängen. Theils in deutscher Schriftsprache, theils in Strassburger Mundart",bernhard-der-steckelburger,ntav,,,,,,,Karl Bernhard,44,Ad. Christophe,,92,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1871,,,,,,,4,,,,,,,"Une petite nouvelle, «  Steckelburgers  Reise  nach  London  »,  parue en 1842  dans  «Variétés »,  est  à  la  base des  deux  premiers actes de  cette comédie en  vers. La pièce elle-même a  été reprise  en 1871  de  l'  «  Elsässische  Samstagblatt  »  et  publiée  à  100  exemplaires.  ",
158,Der Ordnungsstifter oder Der neue Wirrwarr.,Lustspiel mit Gesang in drei Aufzügen. ,ilgeney-der-ordnungsstifter-oder-der-neue-wirrwarr,ntav,,,,,,Q52084152,A. Ilgeney (Jean-Georges Gäyelin) ,45,J. B. Jung,,12,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1872,,,,,,,3,,,,,,,,
159,Hans Dampf oder Wer heirathet Sie? ,Komische Oper in zwei Acten.,ilgeney-hans-dampf-oder-wer-heirathet-sie,ntav,,,,,,Q52084152,A. Ilgeney (Jean-Georges Gäyelin) ,45,J. B. Jung,,12,,,,comedy,oper,,,,,,Gall,,,,,,,1872,,,,,,,2,,,,,,,,
160,Der Dreikönigstag oder das alte Schlestadt,,anstett-der-dreikonigstag-oder-das-alte-schlestadt,ntav,,,,,,,A. Anstett,46,Buch- & Steindruckerei H. Marchal & Cie.,E. Zaepffel,102,,,,,,,,,,,Gall,,,,,,,1875,1897,,,,,,,,,,,,,"Cette édition du « Dreikönigstag », mentionnée dans le catalogue de L. Mohr, n'a pas ete retrouvée.",
161,D'Schnurante,Introduction au sextuor comique de J. Wiernberger.,scherwitz-d-schnurante,ntav,,,,,,,Eduard Scherwitz,47,Imprimerie Veuve Bader & Cie.,,93,,,,comedy,,,,,,,Gall,,,,,,,1875,,1875,20/11/1875,,(Mulhouse?),Union musicale-Premier Banquet,,,,,,,,,
162,Der Gaasejopper geht auf die Freierei oder die heiratlustige Zipper.,Schauspiel in 5 Aufzügen und 9 Scenen. Vortrag nach dem elsässisch-jüdischen Dialekt.,woog-der-gaasejopper-geht-auf-die-freierei-oder-die-heiratlustige-zipper,ntav,2. Auflage,,,,,,Maier Woog,48,,,,,,,,,,,,,,Gall,,,,,,,1876,,,,,,,5,,,,,,,,
163,D'Maiselocker,"Lustspiel in drei Acten. Herausgebung zum Besten der ""Société des loyers"" von Strassburg.",kettner-d-maiselocker,ntav,,,,,,Q52084150,Charles Frédéric Kettner,33,J. Noiriel,,91,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1877,,,,,,,3,,,,,,,,
164,Der Gaasejopper macht Chasene,Lustspiel in sieben Aufzügen. In elsässisch-jüdischem Dialekt verfasst. ,woog-der-gaasejopper-macht-chasene,ntav,,,,,,,Maier Woog,48,,,,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1877,,,,,,,7,,,,,,,,
165,Prologue zue der Theatervorstellung vum 9. février 1878.,,brauer-prologue-zue-der-theatervorstellung-vum-9-fevrier-1878,ntav,,,,,,,Victor Brauer,49,,,,,,,,,,,,,,Gall,,,,,,,1878,,,,,Strasbourg,,,,,,,,,,
166,D'Linsespalter,Lustspiel in 3 Akten. Dédié à l'Union Musicale de Strasbourg,kettner-d-linsespalter,ntav,,,,,,Q52084150,Charles Frédéric Kettner,33,A. Dusch,,93,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1878,,,,,,,3,,,,,,,,
167,M'r bhaupt' es sey bassirt,Lustspiel in einem Akt.,kettner-mr-bhaupt-es-sey-bassirt,ntav,,,,,,Q52084150,Charles Frédéric Kettner,33,A. Dusch,,93,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1878,,,,,,,1,,,,,,,,
168,Stocktaub oder 's sin alli Better b'setzt.,Lustspiel in 1 Akt frei nach dem Französischen.,kettner-stocktaub-oder-s-sin-alli-better-bsetzt,ntav,,,,,,Q52084150,Charles Frédéric Kettner,33,A. Dusch,,93,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1878,,,,,,,1,,,,,,,,
169,Colmerditschi Komedi ('s Lob vom ledige Stand. Die Drèifach Hochzitt ém Bâsethel. D'r Hans un's Gretele ém Ehestand.),,mangold-colmerditschi-komedi,ntav,,,,,,Q52084151,Jean Thomas Mangold,15,Eug. Barth,,90,,,,comedy,,,,,,,Gall,,,,,,,1878,,,,,,,,,,,,,,,
170,Die vierte Kunkelstub bei der Frau Velten.,Ein kleines Lustspiel zum Theil in elsässischer Mundart.,muller-die-vierte-kunkelstub-bei-der-frau-velten,ntav,,,,,,,Carl Müller,43,Ed. Schultheiss,,95,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1879,,,,,,,,,,,,,,,
171,Fufzig Fawle frei nooch'm Lafontaine.,"Als Angang d'rzue ""Unsri Dienstbotte"", Sittegemäld in zwei Akte un in Vers, mit noch etliche-n-andere Gedicht. Alles in Strossburjer Mundart.",hirtz-fufzig-fawle-frei-nooch-m-lafontaine,ntav,,,,,,Q3014172,Daniel Hirtz,38,Buchdr. R. Schultz & Comp.,,17,,,,,sittegemäld,,,,,,Gall,,,,,,,1880,,,,,,,2,,,,,,,,
172,Für e Rappe dreierlei,Dialog.,woog-fur-e-rappe-dreierlei,ntav,,,,,,,Maier Woog,48,,,,,,,dialog,,,,,,,Gall,,,,,,,1882,,,,,,,,,,,,,,,
173,Gasejopper als Almon,Lustspiel in 4 Akten.,woog-gasejopper-als-almon,ntav,,,,,,,Maier Woog,48,,,,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1883,,,,,,,4,,,,,,,,
174,Zwei Duellante,Theaterstück auf Milhüserditsch mit Gsang.,levrechon-zwei-duellante,ntav,,,,,,,J. Levrechon,50,Lith. B. Lampert.,,96,,,,,,,,,,,Gall,,,,,,,1884,,,,,,,,,,,,,,,
175,Bas Jechido oder das kranke Töchterlein.,Lusterspiel in 4 Akten,woog-bas-jechido-oder-das-kranke-tochterlein,ntav,,,,,,,Maier Woog,48,K. J. Wyss.,,97,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1884,,,,,,,4,,,,,,,,
176,Der Gersching Narr well ach a Fraa.,"Lustspiel in 5 Acten, in elsässich-jüdischem Dialekt.",weill-der-gersching-narr-well-ach-a-fraa,ntav,,,,,,,Alexandre Weill,51,,,,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1885,,,,,,,5,,,,,,,,
177,E Radikal-Kuur,"Lustspiel in zwei Uffzüg, in elsässer Mundart un in Vers.",hirtz-e-radikal-kuur,ntav,,,,,,Q3014172,Daniel Hirtz,38,Ed. Hubert.,,98,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1886,,,,,,,2,,,,,,,,
178,Unverbesserli !,Sittegemäld in zwei Uffzüg un in Vers. ,hirtz-unverbesserli,ntav,,,,,,Q3014172,Daniel Hirtz,38,Ed. Hubert.,,98,,,,,sittegemäld,,,,,,Gall,,,,,,,1886,,,,,,,2,,,,,,,,
179,Zwei dauwi Meiselocker,,michel-zwei-dauwi-meiselocker,ntav,,,,,,,August Michel,52,E. Gottlieb,,27,,,,,,,,,,,Gall,,,,,,,1886,,,,,,,,,,,,,,adaptation d'une oeuvre de Jules Moinaux,
180,Im Finele sini Hochzit.,Lustspiel in 4 Akte Schlettstadter Mundart un Schlettstadter Gedichte.,rugraff-im-finele-sini-hochzit,ntav,,,,,,,Paul Rugraff,53,"Buchdruckerei des ""Elsass"". G. Dollmetsch.",,99,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1886,,,,between 1865-1886,,,4,,,,,,,,
181,Drei Narre of am Karre,Lustspiel in 3 Acten.,woog-drei-narre-of-am-karre,ntav,,,,,,,Maier Woog,48,,,,,,,,lustspiel,,,,,,Gall,,,,,,,1887,,,,,,,3,,,,,,,,
182,Der Bär un der Sultan,(Posse in Strassburger Mundart.) (D'après un vaudeville de Scribe et de Saintine.),richshoffer-der-bar-un-der-sultan,ntav,,,,,,,Schmidt & Richshoffer,54,E. Gottlieb,,27,,,,comedy,posse,,,,,,Gall,,,,,,,1888,,,,,,,,,,,,,,,
183,E ungemietlichi Ménage.,(Posse in elsässischem Dialekt),anonymous-e-ungemietlichi-menage,ntav,,,,,,,anonymous,34,E. Gottlieb,,27,,,,comedy,posse,,,,,,Gall,,,,,,,1889,,,,,,,,,,,,,,,
184,Der Pankratz-Da oder Thee-Owen am Wasserzoll.,Schwank in 1 Akt in Strassburger Mundart. ,oberthur-der-pankratz-da-oder-thee-owen-am-wasserzoll,ntav,,,,,,,Emil Oberthür,55,J. H. Ed. Heitz (Heitz & Mündel),,11,"Jahrbuch für Geschichte, Sprache und Litteratur Elsass-Lothringens. VII. 1891.",,,comedy,schwank,,,,,,Gall,,,,,,,1891,,,,,,,1,,,,,,,,
185,Der Hüsherr,Lustspiel in einem Akt. ,horsch-der-husherr,ntav,2,,,,,Q13099277,Adolphe Horsch,9,J. H. Ed. Heitz (Heitz & Mündel),,11,"Jahrbuch für Geschichte, Sprache und Litteratur Elsass-Lothringens. VIII. 1892.",,,comedy,lustspiel,,,bpt6k91095292,,,Numistral,,,,,,,1892,1908,,,,,,1,12,,,Personen:,,,,
186,D'Millionedante üss Amerika oder d'Verwande uf der Prob,"Schwank in 2 Akten, aufgeführt in ""Strassburger Nautischen Verein"" am 30. November 1889.",oberthur-d-millionedante-uss-amerika-oder-d-verwande-uf-der-prob,ntav,,,,,,,Emil Oberthür,55,J. H. Ed. Heitz (Heitz & Mündel),,11,"Jahrbuch für Geschichte, Sprache und Litteratur Elsass-Lothringens. VIII. 1892.",,,comedy,schwank,,,,,,Gall,,,,,,,1892,,,,,,,2,,,,,,,,
187,Die Bürgschaft.,Genrebild in 1 Akt. (Pièce écrite en allemand littéraire et en dialecte),reich-die-burgschaft,ntav,,,,,,,Lucian Reich,56,Liebermann u. Cie.,,100,,,,,genrebild,,,,,,Gall,,,,,,,1892,,,,,,,1,,,,,,,,
188,Champagner-Härzel von Metz.,Lustspiel,woog-champagner-harzel-von-metz,ntav,,,,,,,Maier Woog,48,,,,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1892,,,,,,,,,,,,,,,
189,D'r Boriermeischter en Verlaiahait.,Loschtspel met Gsang en aim Act,marty-dr-boriermeischter-en-verlaiahait,ntav,,,,,,,Henry Marty,57,J. B. Jung,,12,Elsässisches Sonntagsblatt. Gratis-Wochenbeiblatt zur Colmarer Zeitung. 2. Jahrgang. (Pages 211-271).,,,comedy,lustspiel,,,,,,Gall,,,,,,,1893,,,,,,,,,,,,,,,
190,Marie oder die lustige Almone,Lustspiel in 4 Akten.,woog-marie-oder-die-lustige-almone,ntav,,,,,,,Maier Woog,48,,,,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1893,,,,,,,4,,,,,,,,
191,D'r Unkel,Comédie-Bouffe in eim Akt,horsch-dr-unkel,ntav,2,,,,,Q13099277,Adolphe Horsch,9,J. H. Ed. Heitz (Heitz & Mündel),,11,"Jahrbuch für Geschichte, Sprache und Litteratur Elsass-Lothringens. VIII. 1892.",,,comedy,comédie-bouffe,urbaine,,bpt6k9109528n,,,Gall,,,,,,,1894,1908,,,,,,1,11,,,Personen:,,,,
192,Guet von hie,Meiselokeriade. (En appendice : E Reis' in's Hochgebirj. -Stocktaub oder's sin alli Better b'setzt. -M'r bhaupt' es sey bassirt.),kettner-guet-von-hie,ntav,,,,,,Q52084150,Charles Frédéric Kettner,33,G. Fischbach,,101,,,,,,,,,,,Gall,,,,,,,1894,,,,,,,,,,,,,,,
193,Im Dahomey,"Bouffonerie mit Gesang, Musik und Tanz in 1 Akt und 2 Tableaux. ",rathgeb-im-dahomey,ntav,,,,,,,Fr. Rathgeb,58,E. Gottlieb,,27,,,,comedy,bouffonerie,,,,,,Gall,,,,,,,1894,,,,,,,1,2,,,,,,,
194,"Vater und Sohn, beide als Heirathskandidaten.",Lustspiel in 3 Akten,woog-vater-und-sohn-beide-als-heirathskandidaten,ntav,,,,,,,Maier Woog,48,,,,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1894,,,,,,,3,,,,,,,,
195,Dreij Freijer,Lustspiel in einem Aufzug.,greber-dreij-freijer,ntav,,,,,,Q91904226,Julius Greber,5,Schlesier & Schweikhardt,,1,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1895,,,,,,,1,,,,,,,,
196,D'r König Charles X im Ower-Elsass.,Komedie in 3 Akte mit G'sang,rath-dr-konig-charles-x-im-ower-elsass,ntav,,,,,,Q94896314,Charles Rath,20,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",Edgar Rueff,25,,,,comedy,,,,,,,Gall,,,,,,,1896,,1896,11/06/1896,,Mulhouse,Milhüser Stadt-Theater (zü Gunste vo de Feriecolonie),3,,,,,,,Mit Illustratione vo Henri Zislin,
197,S'ich wie mer will !,"E Dummheit von Anno 48 in einem Akt un 3 Tableaux, vum e Strossburger sinere G'sellschaft dediert.",weirich-s-ich-wie-mer-will,ntav,,,,,,,Weirich.,59,,,,,,,,,,,,,,Gall,,,,,,,around 1880,,,,,,,3,,,,,,,"Editée vraisemblablement autour de 1880, cette oeuvre fut mentionnée pour la première fois dans le ""Catalogue de la collection d'alsatiques de Ferdinand Reiber"". Strasbourg. 1896. (Gall)",
198,Der Schlettstadter Pfingstmontag.,Ländliches Sittengemälde in 3 Akten (Bearbeitet von A. Schwab).,anstett-der-schlettstadter-pfingstmontag,ntav,,,,,,,A. Anstett,46,Buch- & Steindruckeri H. Marchal & Cie. ,,102,,,,,sittegemäld,,,,,,Gall,,,,,,,1897,,,,,,,3,,,,,,,,
199,Die Kunkelstube in einem Vogesendorfe.,Ländliche Scene mit Gesang und Tanz in 1 Aufzug,brachvogel-die-kunkelstube-in-einem-vogesendorfe,ntav,,,,,,,O. Brachvogel.,60,Schlesier & Schweikhardt,,1,,,,,,,,,,,Gall,,,,,,,1897,,1897,26/07/1897,,Saverne,Bei der 25 jährigen Gedenkfeier des Bestehens des Vogesen-Clubs.,1,,,,,,,,
200,D’r Hofnarr Heidideldum,Märel in 6 Bilder un 2 Verwandlunge vun Ferd. Bastian. Musik von Aug. Schwoob,bastian-hofnarr-heidideldum,tei,,,,,,Q13099282,Ferdinand Bastian,1,Imprimerie A. Willm – Niderbronn-les-Bains,,28,,,,tale,märel,,Q97695017,bpt6k9109710n,,,Numistral,,,,,,,1937,,,,,,,6 Bilder,1:13 ufftritte - 2:8 ufftritte - 3:3 ufftritte - 4:5 ufftritte - 5:8 ufftritte - 6:6 ufftritte,,gsw,Persone:,,,,
201,Chrischtowe,E Wihnachtsstüeckel in 1 Akt in elsässischem Dialekt füer kleine und grossi Kinder,clemens-chrischtowe,tei,,,,,,Q96464291,Paul Clemens,3,Société d’Edition de la Haute-Alsace S. A.,,,,,,tale,weihnachtsstück,rurale,Q97285602,https://www.numistral.fr/ark:/12148/bpt6k91095403,,,Numistral,,,,,,,1919,,,,,,,1,,,,,,,,
202,Kinnj Wüetass,E Kindermärel in 5 Bilder vum Ernest Fuchs,fuchs-kinnj-wuetass,html,,,,,,Q96464816,Ernst Fuchs,4,,,,,,,tale,märel,rurale,Q106636710,https://www.numistral.fr/ark:/12148/bpt6k91097394,,,Numistral,,,,,,,1921,,,,,,,5 Bilder,1:3 scenes - 2:1 - 3:1 - 4:1 - 5:1,,,,,,,"Conte pour enfants en 5 images. Opposition entre le royaume du roi de la forêt (Waldkinnj) et royaume du roi Wüetass: celui-ci a notamment capturé un elfe de la forêt lors d’une chasse et n’a pas voulu le libérer. Donc le Waldkinnj capture à son tour la princesse Siedbried, fille unique du roi. Un simple forestier Schagebel libère l’elfe et obtient son aide pour retrouver le chemin jusqu’au palais du Waldkinnj, et il réussit à répondre de façon satisfaisante aux trois questions obligatoires. Il obtient donc le droit de libérer la princesse et retourne au Kinnj Wüetass avec elle avant que celui-ci punisse tout le royaume pour ses propres méfaits. Schagebel demande et obtient la main de la princesse, qui part avec lui s’installer en forêt pour vivre une vie simple et heureuse. Schagebel représente le motif du chevalier venant d’un milieu pauvre mais qui possède des valeurs supérieures que ceux qui cherchent la gloire et la fortune. La dimension didactique de la pièce est aussi relevée par le discours du Schereschliffer qui devient Graf par accident mais critique ouvertement la vie cadrée et inutile des nobles, louant plutôt une vie travailleuse d’artisan. Le méchant éponyme de la pièce se rend compte de son injustice envers tous ses serviteurs avec le métaphore de Schagebel à la fin (parallèle avec l’histoire biblique du roi David qui se rend compte de ses péchés à travers un fable raconté par un prophète) et promet de mieux régner sur son royaume. (Synopsis by A. Li-Thiao-Té, MeThAL)"
203,Strüwelpeter,Originalmaerel in 7 Bilder un 3 Verwandlunge,bastian-struwelpeter,html,,,,,,Q13099282,Ferdinand Bastian,1,C. A. Vomhoff,,,,,,tale,märel,rurale (3. urbaine (prison)),Q107247375,https://www.numistral.fr/ark:/12148/bpt6k91097090,,,Numistral,,,,,,,1932,,,,,,,7 Bilder,1:6 ufftritte - 2:10 - 3:6 - 4:4 - 5:7 (5 + 2 verwandlungen) - 6:3 - 7:1,,gsw,,,,,
204,Wihnachtsglüeck,Festspiel in siewe Bilder,lasch-wihnachtsglueck,ntav,,,,,,Q96634160,Gustav Lasch,14,Strasbourg Librairie évangélique,,,,,, ,festspiel,urbaine,,https://www.numistral.fr/ark:/12148/bpt6k9109740s,,,Numistral,,,,,,,1921,,,,,,,1,7,,ger,,,,,
205,Rund um d'Welt,E Märel in acht Bilder vun Emile Weber mit Müsik von Aloyse Braun,weber-rund-um-d-welt,html,,,,,,Q97103623,Emile Weber,28,,,,,,,tale,märel,"urbaine (4, 5, 6, 7 Bilder rurale)",Q106636828,https://www.numistral.fr/ark:/12148/bpt6k9109681c,,,Numistral,,,,,,,1931,,,,,,,7 Bilder,,,gsw,,,,,
206,D' Wundergej ,Zaubermärel in 5 Bilder mit Gsang un Danz,bastian-d-wundergej,ntav,,,,,,Q13099282,Ferdinand Bastian,1,Verlag Librairie C.A. Vomhoff Strasbourg,,,,,,tale,märel,rurale,,https://www.numistral.fr/ark:/12148/bpt6k91097008,,,Numistral,,,,,,,1922,,,,,,,5 Bilder,1:4 scenes - 2:5 -3:7 - 4:6 - 5:2,,gsw,Spieler:,,,,
207,Prinzessel Eijesinn,Märel in 5 Bilder un aanere Verwandlung mit Gsang un Danz,bastian-prinzessel-eijesinn,ntav,,,,,,Q13099282,Ferdinand Bastian,1,Verlag Librairie C.A. Vomhoff Strasbourg,,,,,,tale,märel,urbaine (Schloss),,https://www.numistral.fr/ark:/12148/bpt6k9109703h,,,Numistral,,,,,,,1928,,,,,,,5 Bilder,1:9 ufftritte - 2:2 - 3:10 - 4:6 - 5:5,,gsw,,,,,
208,Im Traumland,Maerel in 4 Bilder mit Muesik un Danz,bastian-im-traumland,ntav,,,,,,Q13099282,Ferdinand Bastian,1,Verlag Librairie C.A. Vomhoff Strasbourg,,,,,,tale,märel,"urbaine (2/4 Bilder Schloss, 3. Bild rurale)",,https://www.numistral.fr/ark:/12148/bpt6k9109705b,,,Numistral,,,,,,,1924,,,,,,,4 Bilder,1:7 ufftritte - 2:7 - 3:5 - 4:8,,gsw,Persone:,,,,
209,Prinz Changele,Märchenspiel in 5 Bildern,,html,,,,,,,Paul Clemens,3,,,,,,,tale,märchenspiel,rurale (3/5 Bilder urbaine (Schloss)),Q107620787,bpt6k9109620p,,,Numistral,,,,,,,,,,,,,,5 Bilder,,,,,,,,
210,Princesse Fleurette,Märel in 6 Blider,bastian-princesse-fleurette,ntav,,,,,,Q13099282,Ferdinand Bastian,1,,,,,,,tale,märel,,,,,,,,,,,,,1918?,,,,,,,6,,,,,,,,
300,D'r Roméo un's Juliette vo Colmer.,Comédie en 1 Akt.,hanc-stoffel-dr-romeo-un-s-juliette-vo-colmer,ntav,,,,,,,G. Hanc|A. Stoffel.,67|64,,,,,,,comedy,,,,,,,Gall,,,,,,,,,1897,,,,"Veloclub colmarien ""Celeritas""",1,,,,,,,,
301,A Sundaasbroote mit Schnaps odder E Malheur in der Krütenau.,"Lustspiel in Strassburger Ditsch mit Gesangeinlagen, in 1 Akt.",kleisecker-a-sundaasbroote-mit-schnaps-odder-e-malheur-in-der-krutenau,ntav,,,,,,Q96497696,H. Kleisecker,12,F. Sutter,,103,,,,comedy,lustspiel,,,,,,Gall,,,,,,,1897,,,,,,,1,,,,,,,,
302,Wàge-n-'re halwe Million.,Milhüserditsch Theaterstückle in 1 Akt.,lueger-wage-n-re-halwe-million,ntav,,,,,,,Alfred Lueger,62,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",,25,,,,,,,,,,,Gall,,,,,,,1897,,,,,,,1,,,,,,,,
303,D'r Loyala-kriay vu Colmer im Johr 1669,(Schwank of Colmerditsch met G'sang en 3 Akta.),marty-dr-loyala-kriay-vu-colmer-im-johr-1669,ntav,,,,,,,Henry Marty,57,J. Husser,Henry Bührdorff,104,,,,comedy,schwank,,,,,,Gall,,,,,manuscrits,,1897,1925,,,,,,3,,,,,,,,
304,D'r Onkel üss Amerika,Schwank in 1 Akt.,muhleisen-dr-onkel-uss-amerika,ntav,,,,,,Q1681007,Alfred Mühleisen,32,A. Bartl.,,21,,,,comedy,schwank,,,,,,Gall,,,,,,,1897,,,,,,,1,,,,,,,,
305,E Kneippkür,Theaterstück uf Milhüserditsch.,weiss-e-kneippkur,ntav,,,,,,,Alf. Weiss,63,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",,25,,,, ,,,,,,,Gall,,,,,,,1897,,,,,,,,,,,,,,,
306,D'Inspektion vom Gsangverein vo Brielerlinge,Grosse komische scèce uf Milhüserditsch mit Gsang.,weiss-d-inspektion-vom-gsangverein-vo-brielerlinge,ntav,,,,,,,Alf. Weiss,63,"Buchdruckerei von J. Brinkmann, Mühlhausen i. E.",A. Weiss,25,,,,comedy,,,,,,,Gall,,,,,,,1897,,,,,,,,,,,,,,,
