,word,valence,arousal,dominance
12082,NO TRANSLATION,0.653,0.484,0.598
12083,déchets,0.302,0.470,0.302
12084,infraction,0.312,0.798,0.446
12085,offenser,0.094,0.804,0.333
12086,offensé,0.188,0.690,0.337
12087,délinquant,0.104,0.851,0.537
12088,infraction,0.230,0.765,0.510
12089,offensive,0.135,0.882,0.600
12090,offre,0.750,0.745,0.596
12091,offert,0.582,0.490,0.544
12092,offre,0.688,0.462,0.585
12093,désinvolte,0.388,0.500,0.368
12094,Bureau,0.427,0.302,0.509
12095,officier,0.542,0.430,0.877
12096,des bureaux,0.469,0.312,0.534
12097,officiel,0.646,0.565,0.833
12098,officier,0.688,0.453,0.704
12099,offing,0.490,0.412,0.447
12100,décharger,0.479,0.444,0.525
12101,décalage,0.719,0.394,0.704
12102,ramification,0.517,0.330,0.361
12103,offshore,0.417,0.484,0.441
12104,hors-jeu,0.323,0.519,0.443
12105,progéniture,0.656,0.435,0.600
12106,maintes fois,0.500,0.308,0.474
12107,souvent,0.571,0.500,0.482
12108,ogre,0.135,0.698,0.510
12109,NO TRANSLATION,0.458,0.519,0.442
12110,NO TRANSLATION,0.500,0.557,0.439
12111,Oh non,0.396,0.475,0.380
12112,NO TRANSLATION,0.230,0.594,0.343
12113,pétrole,0.521,0.278,0.306
12114,huiles,0.459,0.229,0.391
12115,huileux,0.276,0.533,0.385
12116,oink,0.500,0.450,0.289
12117,pommade,0.438,0.271,0.398
12118,gombo,0.469,0.400,0.362
12119,vieux,0.410,0.279,0.315
12120,vieux,0.284,0.213,0.425
12121,plus âgée,0.385,0.255,0.317
12122,oldie,0.363,0.363,0.342
12123,oldies,0.438,0.300,0.412
12124,olfactif,0.602,0.409,0.452
12125,oligarchie,0.327,0.567,0.741
12126,olive,0.571,0.231,0.406
12127,oméga,0.529,0.337,0.526
12128,omelette,0.708,0.323,0.315
12129,présage,0.390,0.657,0.583
12130,NO TRANSLATION,0.490,0.551,0.358
12131,de mauvais augure,0.255,0.730,0.510
12132,omission,0.367,0.333,0.275
12133,omettre,0.330,0.265,0.451
12134,omis,0.260,0.235,0.211
12135,omnibus,0.490,0.410,0.473
12136,omnipotence,0.667,0.793,0.866
12137,omnipotent,0.719,0.679,0.919
12138,omniprésent,0.688,0.452,0.825
12139,omniscient,0.656,0.334,0.778
12140,à bord,0.612,0.451,0.491
12141,oncologiste,0.260,0.654,0.640
12142,oncologie,0.204,0.424,0.500
12143,approche,0.594,0.625,0.773
12144,un,0.542,0.292,0.370
12145,un jour,0.667,0.245,0.374
12146,onedge,0.479,0.552,0.400
12147,One Love,0.816,0.577,0.541
12148,unité,0.745,0.272,0.720
12149,lourd,0.500,0.480,0.462
12150,soi-même,0.660,0.337,0.483
12151,en cours,0.674,0.484,0.556
12152,oignon,0.378,0.367,0.382
12153,début,0.673,0.497,0.500
12154,assaut,0.198,0.939,0.717
12155,sur scène,0.719,0.673,0.583
12156,ontologie,0.510,0.450,0.518
12157,fardeau,0.562,0.520,0.769
12158,en avant,0.667,0.538,0.741
12159,onyx,0.571,0.461,0.380
12160,tas,0.490,0.374,0.446
12161,oomph,0.449,0.613,0.315
12162,suinter,0.344,0.577,0.333
12163,suintant,0.238,0.515,0.427
12164,op,0.480,0.402,0.349
12165,opacité,0.471,0.251,0.256
12166,opale,0.623,0.479,0.379
12167,opaque,0.344,0.265,0.342
12168,ope,0.375,0.380,0.395
12169,ouvrir,0.620,0.480,0.569
12170,ouvreur,0.584,0.526,0.377
12171,ouverture,0.667,0.510,0.620
12172,ouvertement,0.603,0.388,0.553
12173,ouverture,0.837,0.561,0.667
12174,opéra,0.714,0.500,0.483
12175,fonctionner,0.582,0.690,0.691
12176,opératique,0.375,0.452,0.627
12177,opération,0.475,0.611,0.755
12178,opérationnel,0.562,0.570,0.679
12179,opérations,0.480,0.549,0.798
12180,opératoire,0.541,0.635,0.718
12181,opérateur,0.612,0.630,0.726
12182,ophtalmique,0.427,0.385,0.444
12183,ophtalmologiste,0.552,0.389,0.491
12184,opiacé,0.281,0.594,0.598
12185,opinion,0.594,0.482,0.638
12186,dogmatique,0.156,0.800,0.491
12187,opium,0.276,0.490,0.333
12188,adversaire,0.080,0.741,0.716
12189,opportun,0.796,0.538,0.767
12190,opportunisme,0.571,0.752,0.673
12191,opportunité,0.938,0.745,0.833
12192,s'opposer,0.431,0.800,0.473
12193,opposé,0.092,0.460,0.606
12194,opposé,0.188,0.660,0.518
12195,contraire,0.235,0.545,0.408
12196,opposés,0.281,0.518,0.462
12197,opposition,0.135,0.729,0.592
12198,opprimer,0.186,0.654,0.555
12199,opprimé,0.119,0.640,0.259
12200,oppression,0.080,0.673,0.615
12201,oppressif,0.276,0.590,0.667
12202,oppresseur,0.160,0.776,0.629
12203,ops,0.417,0.550,0.528
12204,opter,0.510,0.471,0.345
12205,optique,0.663,0.384,0.594
12206,optique,0.677,0.311,0.542
12207,optique,0.562,0.286,0.580
12208,optimisme,0.949,0.565,0.814
12209,optimiste,0.875,0.539,0.787
12210,optimiste,0.979,0.580,0.821
12211,optimum,0.892,0.469,0.808
12212,option,0.512,0.427,0.359
12213,optionnel,0.755,0.350,0.440
12214,facultativement,0.365,0.405,0.481
12215,options,0.622,0.327,0.473
12216,optométriste,0.446,0.455,0.668
12217,opulence,0.620,0.615,0.648
12218,opulent,0.562,0.660,0.660
12219,opus,0.458,0.368,0.391
12220,oracle,0.552,0.531,0.670
12221,oral,0.530,0.448,0.375
12222,Orange,0.646,0.132,0.296
12223,du jus d'orange,0.719,0.343,0.445
12224,orang-outan,0.430,0.560,0.471
12225,discours solennel,0.646,0.315,0.683
12226,orateur,0.667,0.375,0.682
12227,art oratoire,0.602,0.472,0.693
12228,orbe,0.463,0.370,0.444
12229,orbite,0.561,0.422,0.575
12230,orbital,0.458,0.451,0.559
12231,en orbite,0.520,0.643,0.554
12232,orbes,0.469,0.355,0.482
12233,orc,0.240,0.510,0.388
12234,verger,0.760,0.269,0.333
12235,orchestre,0.708,0.500,0.664
12236,orchidée,0.840,0.345,0.382
12237,ordonné,0.735,0.409,0.731
12238,supplice,0.344,0.539,0.529
12239,commande,0.780,0.295,0.814
12240,ordonné,0.844,0.240,0.661
12241,ordonnance,0.615,0.452,0.776
12242,ordinaire,0.375,0.312,0.286
12243,ordination,0.688,0.490,0.765
12244,l'artillerie,0.354,0.825,0.679
12245,minerai,0.500,0.333,0.356
12246,Origan,0.596,0.327,0.250
12247,organe,0.510,0.469,0.538
12248,biologique,0.719,0.343,0.535
12249,organisme,0.457,0.559,0.800
12250,organiste,0.740,0.469,0.669
12251,organisation,0.810,0.535,0.851
12252,organiser,0.802,0.655,0.781
12253,organisé,0.816,0.337,0.746
12254,organisateur,0.604,0.577,0.846
12255,orgasme,0.844,0.863,0.676
12256,orgies,0.388,0.953,0.433
12257,orgie,0.346,0.962,0.536
12258,Orient,0.667,0.422,0.667
12259,Oriental,0.592,0.409,0.598
12260,orientation,0.667,0.454,0.686
12261,orifice,0.448,0.355,0.443
12262,origami,0.684,0.276,0.294
12263,origine,0.729,0.435,0.591
12264,original,0.765,0.480,0.746
12265,originalité,0.898,0.500,0.824
12266,originer,0.702,0.500,0.866
12267,création,0.760,0.443,0.604
12268,auteur,0.592,0.510,0.868
12269,ornement,0.561,0.373,0.441
12270,ornemental,0.663,0.392,0.460
12271,ornementation,0.663,0.471,0.472
12272,orné,0.677,0.350,0.490
12273,fleuri,0.812,0.356,0.500
12274,méchant,0.361,0.520,0.509
12275,orphelin,0.133,0.388,0.140
12276,orphelinat,0.184,0.439,0.425
12277,orphelin,0.062,0.430,0.228
12278,orthodontiste,0.469,0.615,0.564
12279,orthodoxe,0.388,0.471,0.647
12280,orthodoxie,0.271,0.388,0.612
12281,orthogonal,0.500,0.314,0.540
12282,orthopédique,0.406,0.346,0.473
12283,osciller,0.449,0.580,0.397
12284,oscillant,0.469,0.548,0.402
12285,oscillation,0.562,0.433,0.431
12286,oscillatoire,0.375,0.520,0.480
12287,ostensible,0.542,0.549,0.585
12288,en apparence,0.473,0.529,0.509
12289,ostentatoire,0.479,0.794,0.648
12290,ostracisé,0.115,0.690,0.377
12291,autruche,0.592,0.382,0.241
12292,autre,0.472,0.230,0.259
12293,loutre,0.439,0.216,0.339
12294,otto,0.427,0.425,0.404
12295,ottoman,0.531,0.337,0.444
12296,devrait,0.438,0.511,0.434
12297,once,0.531,0.255,0.288
12298,évincer,0.296,0.716,0.444
12299,panne,0.306,0.684,0.438
12300,outback,0.500,0.324,0.430
12301,surenchérir,0.594,0.622,0.540
12302,hors-bord,0.448,0.491,0.456
12303,déclenchement,0.260,0.632,0.472
12304,explosion,0.209,0.802,0.528
12305,banni,0.153,0.449,0.353
12306,résultat,0.615,0.472,0.685
12307,tollé,0.271,0.773,0.718
12308,dépassé,0.167,0.236,0.226
12309,surpasser,0.771,0.750,0.873
12310,de plein air,0.814,0.256,0.447
12311,en plein air,0.781,0.444,0.453
12312,extérieur,0.552,0.471,0.456
12313,tenue,0.760,0.490,0.566
12314,sortant,0.650,0.472,0.538
12315,excroissance,0.510,0.529,0.722
12316,excroissance,0.771,0.620,0.688
12317,appentis,0.281,0.519,0.255
12318,sortie,0.771,0.672,0.634
12319,bizarre,0.448,0.737,0.657
12320,survivre à,0.620,0.786,0.685
12321,hors la loi,0.255,0.662,0.482
12322,sortie,0.610,0.396,0.245
12323,contour,0.542,0.365,0.509
12324,grandes lignes,0.656,0.402,0.651
12325,survivre à,0.565,0.769,0.724
12326,perspective,0.830,0.525,0.625
12327,périphérique,0.460,0.562,0.503
12328,en nombre,0.347,0.615,0.577
12329,ambulatoire,0.260,0.400,0.395
12330,avant-poste,0.635,0.571,0.675
12331,épanchement,0.562,0.685,0.552
12332,sortie,0.604,0.389,0.434
12333,outrage,0.060,0.689,0.542
12334,indigné,0.156,0.696,0.538
12335,scandaleux,0.153,0.945,0.713
12336,dépasser,0.653,0.643,0.817
12337,sensibilisation,0.540,0.462,0.672
12338,carrément,0.767,0.396,0.755
12339,dépasser,0.531,0.833,0.573
12340,début,0.750,0.500,0.582
12341,outsider,0.398,0.549,0.447
12342,faubourgs,0.474,0.519,0.312
12343,malchance,0.673,0.657,0.864
12344,franc,0.582,0.413,0.667
12345,exceptionnel,0.898,0.760,0.896
12346,tendu,0.448,0.481,0.519
12347,vers l'extérieur,0.449,0.439,0.365
12348,en dehors,0.440,0.472,0.400
12349,emporter sur,0.486,0.600,0.682
12350,se défier,0.302,0.755,0.356
12351,ovale,0.417,0.280,0.330
12352,ovaire,0.469,0.399,0.280
12353,ovate,0.385,0.286,0.368
12354,ovation,0.719,0.758,0.750
12355,four,0.583,0.425,0.606
12356,trop actif,0.667,0.885,0.592
12357,global,0.583,0.370,0.670
12358,salopette,0.500,0.392,0.373
12359,autoritaire,0.323,0.833,0.861
12360,surcharger,0.115,0.755,0.546
12361,couvert,0.417,0.250,0.475
12362,surchargé,0.276,0.780,0.569
12363,pardessus,0.594,0.265,0.430
12364,surmonter,0.719,0.689,0.848
12365,surmonter,0.842,0.765,0.855
12366,surchargé,0.292,0.520,0.491
12367,exagérer,0.156,0.864,0.602
12368,surdosage,0.110,0.820,0.468
12369,surmultipliée,0.303,0.715,0.732
12370,en retard,0.125,0.427,0.259
12371,surestimer,0.367,0.796,0.444
12372,surestimé,0.344,0.646,0.527
12373,débordement,0.398,0.792,0.500
12374,débordé,0.439,0.796,0.635
12375,envahi,0.333,0.500,0.369
12376,surcroissance,0.417,0.790,0.673
12377,surplombant,0.698,0.755,0.812
12378,révision,0.500,0.651,0.491
12379,aérien,0.344,0.700,0.538
12380,surprendre,0.650,0.365,0.580
12381,surchauffé,0.250,0.598,0.547
12382,fou de joie,0.908,0.708,0.755
12383,surpuissance,0.379,0.861,0.678
12384,superposé,0.620,0.610,0.676
12385,chevauchement,0.594,0.615,0.627
12386,chevauchement,0.595,0.578,0.684
12387,recouvrir,0.564,0.596,0.749
12388,surcharge,0.381,0.690,0.652
12389,négliger,0.292,0.418,0.415
12390,suzerain,0.750,0.755,0.932
12391,recouvrant,0.500,0.519,0.691
12392,trop payé,0.429,0.670,0.585
12393,dépasser,0.562,0.561,0.565
12394,surjoué,0.224,0.798,0.586
12395,maîtriser,0.448,0.859,0.783
12396,irrésistible,0.392,0.779,0.589
12397,trop cher,0.271,0.556,0.472
12398,surprotecteur,0.448,0.673,0.741
12399,surfait,0.312,0.630,0.482
12400,réagir de façon excessive,0.306,0.912,0.471
12401,passer outre,0.316,0.491,0.529
12402,primordial,0.240,0.490,0.384
12403,annuler,0.224,0.412,0.429
12404,envahi,0.271,0.764,0.598
12405,superviser,0.541,0.649,0.778
12406,surveillant,0.552,0.520,0.873
12407,éclipser,0.333,0.549,0.654
12408,surveillance,0.385,0.618,0.723
12409,énorme,0.552,0.540,0.679
12410,dormi,0.408,0.315,0.300
12411,exagérer,0.281,0.779,0.635
12412,surstock,0.344,0.592,0.589
12413,manifeste,0.708,0.326,0.607
12414,dépasser,0.573,0.620,0.718
12415,dépassé,0.594,0.552,0.702
12416,NO TRANSLATION,0.643,0.531,0.481
12417,débordeur,0.430,0.606,0.552
12418,penser trop,0.408,0.761,0.525
12419,renverser,0.260,0.868,0.620
12420,heures supplémentaires,0.447,0.504,0.529
12421,fatigué,0.210,0.357,0.273
12422,ouverture,0.490,0.402,0.491
12423,renverser,0.240,0.765,0.396
12424,aperçu,0.615,0.380,0.539
12425,en surpoids,0.052,0.500,0.389
12426,submerger,0.250,0.823,0.462
12427,submergé,0.341,0.680,0.348
12428,accablant,0.327,0.830,0.640
12429,surmené,0.133,0.670,0.387
12430,excédé,0.156,0.900,0.571
12431,trop zélé,0.427,0.804,0.703
12432,devoir,0.500,0.429,0.386
12433,dû,0.396,0.307,0.381
12434,hibou,0.520,0.270,0.321
12435,propriétaire,0.776,0.449,0.920
12436,la possession,0.628,0.445,0.741
12437,bœuf,0.417,0.396,0.412
12438,oxydation,0.453,0.415,0.211
12439,oxyde,0.354,0.377,0.298
12440,oxygène,0.908,0.310,0.575
12441,oxymoron,0.427,0.481,0.398
12442,huître,0.500,0.311,0.327
12443,ozone,0.560,0.345,0.518
12444,rythme,0.510,0.380,0.390
12445,stimulateur cardiaque,0.448,0.569,0.582
12446,pacifique,0.627,0.118,0.580
12447,pacifié,0.802,0.194,0.414
12448,sucette,0.615,0.342,0.356
12449,pacifiste,0.663,0.153,0.557
12450,pacifier,0.812,0.283,0.629
12451,rythme,0.583,0.551,0.491
12452,pack,0.510,0.347,0.475
12453,paquet,0.571,0.433,0.443
12454,emballage,0.604,0.393,0.549
12455,emballeur,0.520,0.480,0.537
12456,paquet,0.582,0.385,0.407
12457,pacte,0.442,0.444,0.593
12458,tampon,0.684,0.279,0.330
12459,rembourré,0.606,0.212,0.371
12460,rembourrage,0.561,0.398,0.423
12461,pagayer,0.561,0.375,0.393
12462,pédalo,0.663,0.373,0.415
12463,paddock,0.480,0.429,0.481
12464,paddy,0.653,0.330,0.330
12465,cadenas,0.459,0.284,0.457
12466,NO TRANSLATION,0.684,0.407,0.647
12467,péan,0.552,0.547,0.471
12468,païen,0.292,0.578,0.542
12469,paganisme,0.240,0.640,0.411
12470,page,0.677,0.224,0.278
12471,reconstitution historique,0.719,0.667,0.651
12472,pager,0.510,0.526,0.554
12473,pagination,0.459,0.333,0.400
12474,pagination,0.542,0.398,0.423
12475,pagode,0.571,0.259,0.435
12476,seau,0.448,0.177,0.188
12477,douleur,0.012,0.765,0.395
12478,peiné,0.112,0.500,0.250
12479,douloureux,0.050,0.742,0.330
12480,douloureusement,0.156,0.720,0.407
12481,anti douleur,0.487,0.312,0.481
12482,sans douleur,0.785,0.173,0.491
12483,des douleurs,0.106,0.673,0.362
12484,soigneux,0.396,0.335,0.386
12485,peindre,0.667,0.343,0.413
12486,paintball,0.615,0.745,0.537
12487,pinceau,0.714,0.226,0.353
12488,peint,0.667,0.333,0.424
12489,peintre,0.677,0.366,0.487
12490,La peinture,0.792,0.324,0.333
12491,paire,0.552,0.317,0.304
12492,Paisley,0.531,0.327,0.347
12493,pyjama,0.908,0.157,0.245
12494,pyjamas,0.719,0.170,0.264
12495,copain,0.812,0.426,0.596
12496,palais,0.878,0.510,0.804
12497,acceptable,0.823,0.500,0.594
12498,palais,0.625,0.350,0.358
12499,pâle,0.281,0.259,0.245
12500,paléontologie,0.438,0.308,0.617
12501,palette,0.590,0.333,0.205
12502,voile,0.277,0.387,0.394
12503,palladium,0.470,0.380,0.393
12504,palette,0.604,0.241,0.349
12505,palliatif,0.548,0.394,0.518
12506,paume,0.531,0.194,0.340
12507,palmer,0.480,0.269,0.413
12508,palomino,0.616,0.349,0.396
12509,palpable,0.552,0.343,0.611
12510,palpitations,0.417,0.702,0.528
12511,paralysie,0.083,0.446,0.221
12512,dérisoire,0.333,0.491,0.320
12513,dorloter,0.792,0.321,0.348
12514,brochure,0.530,0.250,0.327
12515,la poêle,0.734,0.182,0.364
12516,panacée,0.420,0.427,0.613
12517,panache,0.510,0.363,0.306
12518,crêpe,0.802,0.274,0.364
12519,Crêpes,0.844,0.373,0.402
12520,pancréas,0.469,0.302,0.366
12521,Panda,0.646,0.194,0.406
12522,pandémie,0.160,0.790,0.544
12523,chaos,0.229,0.885,0.500
12524,vitre,0.385,0.250,0.444
12525,panneau,0.469,0.321,0.425
12526,NO TRANSLATION,0.146,0.595,0.455
12527,manche,0.441,0.431,0.414
12528,panique,0.062,0.938,0.400
12529,NO TRANSLATION,0.255,0.724,0.386
12530,paniqué,0.100,0.949,0.260
12531,paniquer,0.094,0.882,0.333
12532,de panique,0.284,0.962,0.393
12533,NO TRANSLATION,0.500,0.392,0.380
12534,panorama,0.719,0.402,0.625
12535,panoramique,0.542,0.462,0.684
12536,pensée,0.653,0.283,0.589
12537,haleter,0.448,0.463,0.409
12538,panthéon,0.144,0.410,0.610
12539,panthère,0.303,0.594,0.682
12540,culotte,0.594,0.529,0.312
12541,pantomime,0.552,0.481,0.385
12542,office,0.622,0.294,0.312
12543,un pantalon,0.673,0.320,0.333
12544,culotte,0.451,0.557,0.303
12545,collants,0.570,0.539,0.250
12546,bouillie,0.438,0.403,0.302
12547,papa,0.656,0.340,0.527
12548,papauté,0.481,0.263,0.553
12549,NO TRANSLATION,0.493,0.304,0.559
12550,Papaye,0.630,0.306,0.300
12551,papier,0.520,0.123,0.293
12552,livre de poche,0.633,0.269,0.314
12553,paperboy,0.521,0.490,0.471
12554,presse-papiers,0.421,0.278,0.433
12555,formalités administratives,0.448,0.355,0.422
12556,paprika,0.417,0.250,0.264
12557,papyrus,0.459,0.240,0.324
12558,NO TRANSLATION,0.615,0.372,0.429
12559,parabole,0.479,0.357,0.525
12560,parabole,0.542,0.413,0.620
12561,parabolique,0.459,0.509,0.500
12562,parachute,0.562,0.787,0.564
12563,parade,0.792,0.685,0.509
12564,paradigme,0.573,0.429,0.779
12565,paradis,0.875,0.540,0.796
12566,paradoxe,0.417,0.442,0.482
12567,paradoxal,0.406,0.547,0.433
12568,paraffine,0.426,0.291,0.343
12569,parangon,0.490,0.431,0.473
12570,paragraphe,0.510,0.164,0.269
12571,perruche,0.576,0.387,0.227
12572,parajuriste,0.479,0.470,0.519
12573,parallaxe,0.437,0.394,0.471
12574,parallèle,0.568,0.284,0.465
12575,parallélisme,0.549,0.363,0.527
12576,paralysie,0.156,0.500,0.305
12577,paralyser,0.188,0.367,0.471
12578,paralysé,0.194,0.480,0.198
12579,paramédical,0.673,0.464,0.636
12580,paramédicaux,0.479,0.594,0.712
12581,paramilitaire,0.154,0.804,0.727
12582,primordial,0.771,0.615,0.902
12583,paranoïa,0.146,0.841,0.407
12584,paranoïaque,0.122,0.918,0.364
12585,paranormal,0.167,0.814,0.560
12586,parapet,0.450,0.356,0.279
12587,attirail,0.443,0.726,0.509
12588,paraphrase,0.500,0.375,0.444
12589,paraplégique,0.188,0.441,0.321
12590,parasite,0.092,0.442,0.324
12591,parasite,0.037,0.600,0.364
12592,parasol,0.604,0.255,0.304
12593,parcelle,0.660,0.324,0.411
12594,colis,0.551,0.445,0.418
12595,desséché,0.250,0.235,0.255
12596,parchemin,0.615,0.228,0.455
12597,pardon,0.552,0.413,0.542
12598,NO TRANSLATION,0.500,0.356,0.309
12599,parenchyme,0.500,0.399,0.595
12600,parent,0.812,0.357,0.860
12601,origine,0.903,0.382,0.595
12602,parental,0.760,0.430,0.627
12603,NO TRANSLATION,0.510,0.255,0.380
12604,entre parenthèses,0.490,0.327,0.391
12605,parentalité,0.750,0.630,0.782
12606,rôle parental,0.812,0.520,0.676
12607,paria,0.397,0.478,0.293
12608,pariétal,0.481,0.333,0.491
12609,éplucher,0.429,0.441,0.324
12610,paroisse,0.698,0.354,0.582
12611,parité,0.582,0.406,0.407
12612,parc,0.816,0.343,0.414
12613,parka,0.469,0.481,0.395
12614,parking,0.777,0.469,0.510
12615,parkinsons,0.104,0.570,0.373
12616,langage,0.510,0.350,0.462
12617,Parlay,0.469,0.611,0.483
12618,parlement,0.573,0.540,0.858
12619,parlementaire,0.490,0.554,0.755
12620,parloir,0.500,0.327,0.366
12621,Parmesan,0.698,0.321,0.382
12622,parodie,0.561,0.651,0.375
12623,parole,0.388,0.620,0.526
12624,parquet,0.541,0.240,0.422
12625,perroquet,0.588,0.333,0.292
12626,parer,0.510,0.404,0.436
12627,analyser,0.469,0.456,0.667
12628,parcimonieux,0.417,0.312,0.446
12629,parcimonie,0.449,0.280,0.403
12630,persil,0.458,0.170,0.291
12631,pasteur,0.583,0.250,0.615
12632,partie,0.663,0.278,0.360
12633,prendre part,0.755,0.656,0.629
12634,partiel,0.429,0.324,0.348
12635,partialité,0.375,0.380,0.490
12636,partiellement,0.418,0.368,0.396
12637,participant,0.712,0.598,0.613
12638,participer,0.755,0.580,0.684
12639,participation,0.781,0.700,0.702
12640,particule,0.521,0.265,0.438
12641,particulier,0.562,0.402,0.552
12642,particularité,0.670,0.434,0.586
12643,détails,0.604,0.348,0.525
12644,séparation,0.260,0.542,0.353
12645,partisan,0.615,0.549,0.669
12646,esprit de parti,0.438,0.566,0.551
12647,cloison,0.615,0.469,0.567
12648,partiellement,0.415,0.410,0.396
12649,partenaire,0.673,0.302,0.586
12650,Partenariat,0.786,0.387,0.545
12651,perdrix,0.583,0.415,0.250
12652,les pièces,0.459,0.327,0.392
12653,fête,0.948,0.840,0.547
12654,NO TRANSLATION,0.490,0.344,0.262
12655,passer,0.510,0.324,0.362
12656,passable,0.688,0.337,0.633
12657,passage,0.429,0.314,0.370
12658,passage,0.490,0.389,0.400
12659,NO TRANSLATION,0.531,0.357,0.426
12660,passager,0.717,0.413,0.481
12661,NO TRANSLATION,0.458,0.491,0.333
12662,qui passe,0.458,0.298,0.509
12663,la passion,0.854,0.865,0.728
12664,passionné,0.990,0.827,0.731
12665,passif,0.420,0.116,0.241
12666,passivité,0.241,0.115,0.246
12667,passe-partout,0.646,0.500,0.791
12668,passeport,0.653,0.457,0.682
12669,mot de passe,0.390,0.356,0.559
12670,passé,0.490,0.422,0.311
12671,Pâtes,0.615,0.306,0.375
12672,coller,0.500,0.556,0.500
12673,pastel,0.719,0.357,0.367
12674,Passe-temps,0.677,0.353,0.443
12675,pasteur,0.698,0.236,0.746
12676,pastrami,0.542,0.415,0.348
12677,Pâtisserie,0.870,0.407,0.419
12678,pâturage,0.688,0.145,0.170
12679,pâteux,0.479,0.363,0.375
12680,tapoter,0.418,0.377,0.340
12681,pièce,0.439,0.288,0.283
12682,patchwork,0.500,0.260,0.325
12683,crâne,0.406,0.260,0.260
12684,rotule,0.430,0.260,0.342
12685,brevet,0.724,0.391,0.609
12686,breveté,0.571,0.422,0.685
12687,paternel,0.776,0.353,0.755
12688,paternité,0.704,0.590,0.806
12689,chemin,0.590,0.245,0.421
12690,pathétique,0.088,0.464,0.139
12691,pathologique,0.220,0.602,0.580
12692,pathologiste,0.354,0.552,0.585
12693,pathologie,0.271,0.560,0.558
12694,NO TRANSLATION,0.350,0.449,0.462
12695,sentier,0.646,0.410,0.519
12696,la patience,0.771,0.125,0.387
12697,patient,0.583,0.193,0.340
12698,patio,0.562,0.245,0.402
12699,patriarche,0.592,0.448,0.898
12700,patriarcal,0.531,0.500,0.857
12701,patrimoine,0.719,0.406,0.740
12702,patriote,0.771,0.635,0.886
12703,patriotique,0.875,0.509,0.933
12704,patriotisme,0.708,0.635,0.848
12705,patrouille,0.427,0.664,0.736
12706,patrouilleur,0.469,0.731,0.884
12707,mécène,0.583,0.451,0.870
12708,patronage,0.583,0.490,0.583
12709,condescendant,0.439,0.455,0.582
12710,fréquenter,0.430,0.451,0.591
12711,condescendant,0.542,0.365,0.529
